It took 1.1185 seconds to compute the Mandelbrot set
It took 0.2712 seconds to dump the image to a file
         1255714 function calls (1235126 primitive calls) in 1.924 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      113    0.000    0.000    0.001    0.000 <frozen abc>:105(__new__)
     4134    0.001    0.000    0.001    0.000 __init__.py:701(_get)
        1    0.000    0.000    0.001    0.001 _util.py:1(<module>)
      644    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:372(release)
    10441    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.001    0.001 axes3d.py:41(Axes3D)
       35    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
      355    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1619(_get_spec)
 1275/419    0.001    0.000    0.001    0.000 _parser.py:177(getwidth)
      876    0.001    0.000    0.001    0.000 {built-in method numpy.array}
        1    0.001    0.001    0.001    0.001 _cm_listed.py:1(<module>)
      644    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
        2    0.000    0.000    0.001    0.001 spines.py:142(get_window_extent)
       44    0.000    0.000    0.001    0.000 results.py:572(copy)
       58    0.000    0.000    0.001    0.000 core.py:3143(parseImpl)
        2    0.000    0.000    0.001    0.001 dataclasses.py:1294(wrap)
        1    0.000    0.000    0.001    0.001 _function_base_impl.py:1(<module>)
       20    0.000    0.000    0.001    0.000 core.py:5176(parseImpl)
        2    0.000    0.000    0.001    0.001 dataclasses.py:929(_process_class)
      485    0.001    0.000    0.001    0.000 enum.py:1059(_add_member_)
        1    0.000    0.000    0.001    0.001 ExifTags.py:21(Base)
     2076    0.001    0.000    0.001    0.000 typing.py:1294(_is_dunder)
      230    0.000    0.000    0.001    0.000 typing.py:1307(__init__)
      310    0.000    0.000    0.001    0.000 function_base.py:486(add_newdoc)
      324    0.000    0.000    0.001    0.000 typing.py:789(<genexpr>)
     1054    0.001    0.000    0.001    0.000 inspect.py:764(unwrap)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
      154    0.001    0.000    0.001    0.000 _compiler.py:241(_optimize_charset)
        1    0.000    0.000    0.001    0.001 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _typing.py:1(<module>)
      742    0.000    0.000    0.001    0.000 artist.py:414(pchanged)
        1    0.000    0.000    0.001    0.001 _tripcolor.py:1(<module>)
       62    0.000    0.000    0.001    0.000 __init__.py:869(_open_file_or_url)
        1    0.000    0.000    0.001    0.001 __init__.py:1521(inner)
        1    0.000    0.000    0.001    0.001 socket.py:1(<module>)
       91    0.000    0.000    0.001    0.000 typing.py:379(_remove_dups_flatten)
        9    0.000    0.000    0.001    0.000 enum.py:1753(convert_class)
     12/6    0.000    0.000    0.001    0.000 functools.py:1010(__get__)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
        2    0.000    0.000    0.001    0.001 core.py:6072(srange)
        6    0.000    0.000    0.001    0.000 core.py:3131(re_match)
       66    0.000    0.000    0.001    0.000 core.py:1446(__add__)
      630    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:137(_path_split)
        1    0.000    0.000    0.001    0.001 format.py:1(<module>)
        6    0.000    0.000    0.001    0.000 core.py:3110(re)
        1    0.000    0.000    0.001    0.001 _axes.py:5750(imshow)
       38    0.000    0.000    0.001    0.000 lines.py:686(recache)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
        1    0.000    0.000    0.001    0.001 core.py:395(ParserElement)
      557    0.000    0.000    0.001    0.000 font_manager.py:1251(score_weight)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
        6    0.000    0.000    0.001    0.000 axis.py:1527(get_minorticklocs)
      698    0.001    0.000    0.001    0.000 inspect.py:176(get_annotations)
       28    0.000    0.000    0.001    0.000 _docstring.py:79(<genexpr>)
     6243    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
        8    0.000    0.000    0.001    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.001    0.001 numerictypes.py:1(<module>)
       17    0.000    0.000    0.001    0.000 __init__.py:4282(__init__)
      545    0.000    0.000    0.001    0.000 __init__.py:164(match)
      221    0.000    0.000    0.001    0.000 font_manager.py:961(copy)
     9510    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
      375    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:420(__exit__)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
       47    0.000    0.000    0.001    0.000 text.py:194(update)
  754/750    0.001    0.000    0.001    0.000 cbook.py:348(process)
       17    0.000    0.000    0.001    0.000 __init__.py:4221(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
       40    0.000    0.000    0.001    0.000 colors.py:419(to_rgba_array)
       51    0.000    0.000    0.001    0.000 text.py:1316(set_fontproperties)
        1    0.000    0.000    0.001    0.001 _arraysetops_impl.py:1(<module>)
      557    0.001    0.000    0.001    0.000 font_manager.py:1233(score_stretch)
        2    0.000    0.000    0.001    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 inset.py:1(<module>)
        6    0.001    0.000    0.001    0.000 {built-in method numpy.zeros}
  394/375    0.000    0.000    0.001    0.000 contextlib.py:145(__exit__)
  280/180    0.000    0.000    0.001    0.000 core.py:1944(name)
      601    0.000    0.000    0.001    0.000 typing.py:164(_type_convert)
      165    0.000    0.000    0.001    0.000 inspect.py:3110(replace)
        6    0.000    0.000    0.001    0.000 axis.py:1523(get_majorticklocs)
      355    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:833(spec_from_file_location)
      236    0.001    0.000    0.001    0.000 _shape_base_impl.py:628(column_stack)
      141    0.000    0.000    0.001    0.000 typing.py:351(_deduplicate)
       92    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
      241    0.000    0.000    0.001    0.000 {built-in method fromkeys}
       14    0.000    0.000    0.001    0.000 core.py:121(doc_note)
  210/117    0.000    0.000    0.001    0.000 core.py:1907(default_name)
4550/1002    0.001    0.000    0.001    0.000 __init__.py:354(recursive_subclasses)
        1    0.000    0.000    0.001    0.001 tz.py:1(<module>)
       67    0.000    0.000    0.001    0.000 core.py:4042(__init__)
       71    0.000    0.000    0.001    0.000 transforms.py:1473(transform)
     7505    0.001    0.000    0.001    0.000 enum.py:1156(__new__)
       67    0.001    0.000    0.001    0.000 colors.py:1134(reversed)
     7326    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
       63    0.000    0.000    0.001    0.000 font_manager.py:556(wrapper)
        1    0.000    0.000    0.001    0.001 _format_impl.py:1(<module>)
      356    0.000    0.000    0.001    0.000 inspect.py:801(_findclass)
1830/1650    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       55    0.000    0.000    0.001    0.000 typing.py:1574(copy_with)
       44    0.000    0.000    0.001    0.000 _base.py:67(__set_name__)
3685/3398    0.001    0.000    0.001    0.000 artist.py:315(stale)
     22/3    0.000    0.000    0.001    0.000 core.py:4077(streamline)
   274/19    0.000    0.000    0.001    0.000 ast.py:418(visit)
        1    0.000    0.000    0.001    0.001 filedialog.py:1(<module>)
     2691    0.001    0.000    0.001    0.000 _parser.py:175(append)
     6328    0.001    0.000    0.001    0.000 _parser.py:239(__next)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1171(exec_module)
      450    0.000    0.000    0.001    0.000 __init__.py:183(sub)
   274/19    0.000    0.000    0.001    0.000 ast.py:424(generic_visit)
      392    0.001    0.000    0.001    0.000 font_manager.py:700(__hash__)
     3292    0.001    0.000    0.001    0.000 inspect.py:3089(<genexpr>)
      978    0.000    0.000    0.001    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
      211    0.000    0.000    0.001    0.000 enum.py:1607(__and__)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
       63    0.000    0.000    0.001    0.000 font_manager.py:656(__init__)
        1    0.000    0.000    0.001    0.001 helpers.py:604(make_html_tags)
        1    0.000    0.000    0.001    0.001 _text_helpers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        1    0.000    0.000    0.001    0.001 helpers.py:546(_makeTags)
      234    0.001    0.000    0.001    0.000 cbook.py:1752(normalize_kwargs)
     30/4    0.000    0.000    0.001    0.000 core.py:3924(streamline)
        2    0.000    0.000    0.001    0.000 dataclasses.py:470(add_fns_to_class)
       47    0.000    0.000    0.001    0.000 artist.py:1215(update)
     7108    0.001    0.000    0.001    0.000 {method '__contains__' of 'frozenset' objects}
        6    0.000    0.000    0.001    0.000 patches.py:633(draw)
 1381/992    0.000    0.000    0.001    0.000 {built-in method builtins.hash}
        6    0.000    0.000    0.001    0.000 patches.py:583(_draw_paths_with_artist_properties)
      138    0.000    0.000    0.001    0.000 artist.py:179(__init__)
      517    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       11    0.000    0.000    0.001    0.000 typing.py:1449(__ror__)
     1269    0.000    0.000    0.001    0.000 colors.py:219(_is_nth_color)
       35    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1487(_path_hooks)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
        1    0.000    0.000    0.001    0.001 _polynomial_impl.py:1(<module>)
      676    0.000    0.000    0.001    0.000 cbook.py:2020(_setattr_cm)
        1    0.000    0.000    0.001    0.001 _fontconfig_pattern.py:55(_make_fontconfig_parser)
      392    0.000    0.000    0.001    0.000 inspect.py:2823(replace)
      195    0.000    0.000    0.001    0.000 inspect.py:2003(_signature_get_user_defined_method)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
       80    0.000    0.000    0.001    0.000 font_manager.py:677(_from_any)
     2686    0.001    0.000    0.001    0.000 util.py:200(__call__)
       69    0.000    0.000    0.001    0.000 typing.py:1023(__init__)
     4462    0.001    0.000    0.001    0.000 typing.py:1803(<genexpr>)
        1    0.000    0.000    0.001    0.001 _utils_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _abc.py:1(<module>)
       86    0.000    0.000    0.001    0.000 core.py:3850(__init__)
       71    0.000    0.000    0.001    0.000 transforms.py:2409(transform_affine)
      644    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:74(__new__)
       22    0.000    0.000    0.001    0.000 core.py:5309(parseImpl)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
        1    0.000    0.000    0.001    0.001 dviread.py:1(<module>)
        1    0.000    0.000    0.001    0.001 plistlib.py:1(<module>)
       12    0.000    0.000    0.001    0.000 ticker.py:214(format_ticks)
      348    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
      945    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:89(_unpack_uint32)
     1512    0.000    0.000    0.001    0.000 __init__.py:100(check_in_list)
        3    0.000    0.000    0.001    0.000 _common.py:1(<module>)
       38    0.000    0.000    0.001    0.000 artist.py:1243(_cm_set)
       15    0.000    0.000    0.001    0.000 core.py:617(set_parse_action)
        9    0.000    0.000    0.001    0.000 Image.py:3530(_open_core)
     5540    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
     5524    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
      315    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:730(_validate_timestamp_pyc)
      493    0.000    0.000    0.001    0.000 typing.py:1358(__getattr__)
        1    0.000    0.000    0.001    0.001 __init__.py:477(StrFormatStyle)
     23/6    0.000    0.000    0.001    0.000 core.py:4688(streamline)
      490    0.000    0.000    0.001    0.000 _inspect.py:66(getargs)
        1    0.000    0.000    0.001    0.001 _base.py:864(_init_axis)
      611    0.000    0.000    0.001    0.000 __init__.py:1500(debug)
      127    0.000    0.000    0.001    0.000 font_manager.py:711(__eq__)
       28    0.000    0.000    0.001    0.000 font_manager.py:1363(_find_fonts_by_props)
       20    0.000    0.000    0.001    0.000 lines.py:1049(get_path)
     2461    0.000    0.000    0.001    0.000 _parser.py:163(__len__)
      570    0.000    0.000    0.001    0.000 _compiler.py:401(_simple)
        1    0.000    0.000    0.001    0.001 unicode.py:80(alphanums)
      186    0.000    0.000    0.001    0.000 transforms.py:1783(transform)
      315    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:697(_classify_pyc)
   105/75    0.000    0.000    0.001    0.000 transforms.py:2432(get_affine)
        8    0.000    0.000    0.001    0.000 core.py:2945(_generateDefaultName)
       19    0.000    0.000    0.001    0.000 core.py:263(_trim_arity)
        2    0.000    0.000    0.001    0.000 unicode.py:55(_chars_for_ranges)
        1    0.000    0.000    0.001    0.001 path.py:1(<module>)
       11    0.000    0.000    0.001    0.000 artist.py:784(set_clip_path)
     4635    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
       11    0.000    0.000    0.001    0.000 core.py:2946(charsAsStr)
     8986    0.001    0.000    0.001    0.000 inspect.py:2807(name)
        1    0.000    0.000    0.001    0.001 _backend_tk.py:641(set_window_title)
     4134    0.001    0.000    0.001    0.000 {function RcParams.__getitem__ at 0x120abe340}
       24    0.000    0.000    0.001    0.000 deprecation.py:126(deprecate)
        1    0.000    0.000    0.001    0.001 __init__.py:2413(wm_title)
        1    0.000    0.000    0.001    0.001 _cm_multivar.py:1(<module>)
      394    0.000    0.000    0.001    0.000 contextlib.py:303(helper)
        1    0.000    0.000    0.001    0.001 unicode.py:70(alphas)
        9    0.000    0.000    0.001    0.000 ImageFile.py:116(__init__)
       63    0.000    0.000    0.001    0.000 inspect.py:3315(__str__)
       12    0.000    0.000    0.001    0.000 __init__.py:224(define_aliases)
        1    0.000    0.000    0.001    0.001 printoptions.py:1(<module>)
      828    0.000    0.000    0.001    0.000 enum.py:829(__setattr__)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
      204    0.000    0.000    0.001    0.000 _parser.py:97(closegroup)
      188    0.000    0.000    0.001    0.000 transforms.py:1849(transform_affine)
       19    0.000    0.000    0.001    0.000 patches.py:307(get_transform)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _mathtext_data.py:1(<module>)
        1    0.000    0.000    0.001    0.001 traceback.py:249(extract_stack)
       44    0.000    0.000    0.001    0.000 _base.py:52(__init__)
        1    0.000    0.000    0.001    0.001 _globals.py:1(<module>)
       63    0.000    0.000    0.001    0.000 inspect.py:3318(format)
